,id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,infinite_supply,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.tvl,quote.USD.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,timestamp
10,2010,Cardano,ADA,cardano,1252,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",45000000000.0,35960643044.11,37170426657.961,False,,11,,,,2024-09-20T08:01:00.000Z,0.3597489631733307,290573531.0802069,-5.0753,-0.13409521,3.50512075,0.8019251,0.26104394,-17.1478681,-4.29667409,12936804050.16482,0.5839,16188703342.8,,2024-09-20T08:01:00.000Z,,,,,,2024-09-20 13:33:32.412768
11,5805,Avalanche,AVAX,avalanche,781,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'real-world-assets', 'layer-1']",715748719.0,405933746.3747558,445936846.3747558,False,,12,,,,2024-09-20T08:01:00.000Z,28.211059156134542,478821610.2292312,15.7992,-0.23310975,8.89576171,18.35804783,21.07006281,-11.62656428,11.54754394,11451820932.449553,0.517,20192029452.64,,2024-09-20T08:01:00.000Z,,,,,,2024-09-20 13:33:32.412768
12,5994,Shiba Inu,SHIB,shiba-inu,877,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel']",,589269506497063.4,589518418862384.9,False,,13,,,,2024-09-20T08:01:00.000Z,1.4423868062240682e-05,256874219.77089658,21.433,-0.28540055,2.75366425,6.91542429,4.72682133,-18.41426054,-20.04155261,8499545614.815321,0.3837,8503135893.93,,2024-09-20T08:01:00.000Z,1027.0,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,2024-09-20 13:33:32.412768
13,1975,Chainlink,LINK,chainlink,1846,2017-09-20T00:00:00.000Z,"['platform', 'defi', 'oracles', 'smart-contracts', 'substrate', 'polkadot', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosytem', 'cardano', 'injective-ecosystem', 'optimism-ecosystem', 'real-world-assets', 'celsius-bankruptcy-estate']",,608099970.4527867,1000000000.0,False,,14,,,,2024-09-20T08:01:00.000Z,11.703788296146156,278342280.840294,0.5378,0.26027491,4.95744499,9.3728433,12.30402644,-18.07912625,-14.90317057,7117073317.072148,0.3213,11703788296.15,,2024-09-20T08:01:00.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2024-09-20 13:33:32.412768
14,1831,Bitcoin Cash,BCH,bitcoin-cash,923,2017-07-23T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'marketplace', 'medium-of-exchange', 'store-of-value', 'enterprise-solutions', 'payments', 'bitcoin-ecosystem', 'layer-1']",21000000.0,19763187.5,19763187.5,False,,15,,,,2024-09-20T08:01:00.000Z,343.10595325274187,254800928.4270018,-25.317,-0.11793084,-0.78674346,4.25890394,1.21212247,-11.71738519,-11.2038277,6780867286.500173,0.3061,7205225018.31,,2024-09-20T08:01:00.000Z,,,,,,2024-09-20 13:33:32.412768
0,1,Bitcoin,BTC,bitcoin,11705,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate']",21000000.0,19756484.0,19756484.0,False,,1,,,,2024-09-20T08:03:00.000Z,63493.243963747605,41723552537.53845,-11.278,-0.41821686,2.22336048,9.24366159,6.02524916,-5.59606171,-1.52341119,1254403258477.8762,56.6992,1333358123238.7,,2024-09-20T08:03:00.000Z,,,,,,2024-09-20 13:34:33.354955
1,1027,Ethereum,ETH,ethereum,9317,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'layer-1', 'ftx-bankruptcy-estate']",,120345932.99257168,120345932.99257168,True,,2,,,,2024-09-20T08:02:00.000Z,2562.820885867639,19688226469.40152,-6.3989,0.01056971,5.12411033,9.10247926,-1.64805929,-26.34751,-26.60457148,308425070602.5901,13.927,308425070602.59,,2024-09-20T08:02:00.000Z,,,,,,2024-09-20 13:34:33.354955
2,825,Tether USDt,USDT,tether,98038,2015-02-25T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem', 'fiat-stablecoin']",,119072842113.35646,121386817751.62444,True,,3,,,,2024-09-20T08:02:00.000Z,1.0002165590789438,68868379861.4925,-4.9443,-0.00627008,0.01052306,-0.02530441,-0.01843836,-0.01068771,0.08095632,119098628418.37175,5.3833,121413105169.07,,2024-09-20T08:02:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2024-09-20 13:34:33.354955
3,1839,BNB,BNB,bnb,2237,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain', 'layer-1', 'sec-security-token', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,145933708.58039922,145933708.58039922,False,,4,,,,2024-09-20T08:02:00.000Z,573.6211213135036,1932236058.2982447,8.6289,-0.34629434,2.95085892,5.68518083,2.16444948,-3.44830074,-2.24636039,83710657553.32666,3.7837,83710657553.33,,2024-09-20T08:02:00.000Z,,,,,,2024-09-20 13:34:33.354955
4,5426,Solana,SOL,solana,737,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okx-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities', 'cmc-crypto-awards-2024']",,468491732.2454785,584920172.8598255,True,,5,,,,2024-09-20T08:02:00.000Z,150.97031461138906,3190944150.3658233,6.7132,-0.23142489,8.95719089,12.177578,5.35807147,-15.40926758,12.01790545,70728344209.93454,3.1973,88305582519.2,,2024-09-20T08:02:00.000Z,,,,,,2024-09-20 13:34:33.354955
5,3408,USDC,USDC,usd-coin,22144,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'solana-ecosystem', 'hedera-hashgraph-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem', 'base-ecosystem', 'fiat-stablecoin']",,35556991081.38526,35556991081.38526,False,,6,,,,2024-09-20T08:02:00.000Z,1.0000477139122705,6926471095.02423,-13.6433,-0.01388343,0.00895418,-0.04267617,0.01150533,0.00237964,0.0029947,35558687644.53832,1.6074,35558687644.54,,2024-09-20T08:02:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2024-09-20 13:34:33.354955
6,52,XRP,XRP,xrp,1391,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate']",100000000000.0,56434507880.0,99987205428.0,False,,7,,,,2024-09-20T08:03:00.000Z,0.5908902780973396,1313991479.9957538,4.9433,0.31930501,0.970286,4.80599119,-1.30137045,-1.27822506,21.46497969,33346602055.499706,1.5073,59089027809.73,,2024-09-20T08:03:00.000Z,,,,,,2024-09-20 13:34:33.354955
7,74,Dogecoin,DOGE,dogecoin,1067,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain', 'ftx-bankruptcy-estate']",,146031776383.7052,146031776383.7052,True,,8,,,,2024-09-20T08:03:00.000Z,0.10669725572812365,661351810.5288996,1.0741,-0.23022461,2.38206272,3.11633642,1.8863303,-22.16129738,-13.93592072,15581189789.244362,0.7043,15581189789.24,,2024-09-20T08:03:00.000Z,,,,,,2024-09-20 13:34:33.354955
8,11419,Toncoin,TON,toncoin,557,2021-08-26T13:40:22.000Z,"['pos', 'layer-1', 'ftx-bankruptcy-estate', 'dwf-labs-portfolio', 'toncoin-ecosystem']",,2532619133.660087,5112073382.172842,True,,9,3414166606.0,19689758422.261055,,2024-09-20T08:02:00.000Z,5.767076037724286,250694289.8399504,-20.7786,-0.52314713,0.14205694,4.38990606,-13.56827904,-18.52991938,-19.8825523,14605807118.41313,0.6602,29481715905.42,,2024-09-20T08:02:00.000Z,,,,,,2024-09-20 13:34:33.354955
9,1958,TRON,TRX,tron,1036,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'sec-security-token', 'alleged-sec-securities']",,86676751858.1479,86676349437.90773,True,,10,71659659264.0,10921816151.456041,,2024-09-20T08:02:00.000Z,0.15241233720103503,302999574.1684903,3.1225,-0.19575037,1.42855854,1.02094796,-5.63496659,11.87568414,28.41688411,13210606331.694477,0.5971,13210544997.89,,2024-09-20T08:02:00.000Z,,,,,,2024-09-20 13:34:33.354955
10,2010,Cardano,ADA,cardano,1252,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",45000000000.0,35960643044.11,37170426657.961,False,,11,,,,2024-09-20T08:02:00.000Z,0.35974982793866694,290307555.2446816,-5.1156,-0.13308508,3.46053734,0.79611278,0.21835389,-17.15140525,-4.2968491,12936835147.682392,0.5847,16188742257.24,,2024-09-20T08:02:00.000Z,,,,,,2024-09-20 13:34:33.354955
11,5805,Avalanche,AVAX,avalanche,781,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'real-world-assets', 'layer-1']",715748719.0,405933746.3747558,445936846.3747558,False,,12,,,,2024-09-20T08:02:00.000Z,28.212805657072778,476916602.6672876,15.2928,-0.25048433,8.91358861,18.37775559,20.97901779,-11.62738972,11.57061043,11452529896.118456,0.5177,20193279508.45,,2024-09-20T08:02:00.000Z,,,,,,2024-09-20 13:34:33.354955
12,5994,Shiba Inu,SHIB,shiba-inu,877,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel']",,589269506497063.4,589518418862384.9,False,,13,,,,2024-09-20T08:02:00.000Z,1.4420089415621718e-05,255681374.05207437,20.8438,-0.28505694,2.71154919,6.8974706,4.65155896,-18.44254549,-20.04752177,8497318973.586937,0.3841,8500908312.15,,2024-09-20T08:02:00.000Z,1027.0,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,2024-09-20 13:34:33.354955
13,1975,Chainlink,LINK,chainlink,1846,2017-09-20T00:00:00.000Z,"['platform', 'defi', 'oracles', 'smart-contracts', 'substrate', 'polkadot', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosytem', 'cardano', 'injective-ecosystem', 'optimism-ecosystem', 'real-world-assets', 'celsius-bankruptcy-estate']",,608099970.4527867,1000000000.0,False,,14,,,,2024-09-20T08:02:00.000Z,11.700765565076559,276313192.60674274,0.0305,0.2537227,4.89674566,9.34309052,12.24187714,-18.10498379,-14.92243678,7115235194.398039,0.3216,11700765565.08,,2024-09-20T08:02:00.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2024-09-20 13:34:33.354955
14,1831,Bitcoin Cash,BCH,bitcoin-cash,923,2017-07-23T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'marketplace', 'medium-of-exchange', 'store-of-value', 'enterprise-solutions', 'payments', 'bitcoin-ecosystem', 'layer-1']",21000000.0,19763187.5,19763187.5,False,,15,,,,2024-09-20T08:02:00.000Z,343.0407321950567,254308185.50430617,-25.4061,-0.12845246,-0.80866084,4.23320415,1.13740221,-11.7436743,-11.22121735,6779578310.508192,0.3064,7203855376.1,,2024-09-20T08:02:00.000Z,,,,,,2024-09-20 13:34:33.354955
